,MISSION,SETNO,CODE,SAMPWGT,TOTWGT,TOTNO,REMARKS,WEIGHT_UNITS,SPEC,COMM,STRAT,SLAT,SLONG,ELAT,ELONG,AREA,DUR,DIST,SPEED,DMIN,DMAX,TYPE,GEAR,AUX,DEPTH,ETIME,START_DEPTH,END_DEPTH,SURFACE_TEMPERATURE,BOTTOM_TEMPERATURE,BOTTOM_SALINITY,LATITUDE,LONGITUDE,YEAR,SetID,STDWGT
37999,NED1994222,51,220,1,1,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,442,4617.7,5942.32,4618.28,5944.74,441,30,1.6,3.2,38,41,1,9,1,NA,1994-07-23 12:20,NA,NA,19.29,NA,NA,46.295,-59.70533333,1994,NED1994222.442.1994.51,1.09375
38125,NED1994222,65,220,2,2,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,442,4556.33,5909.79,4555.57,5910.94,441,20,1.1,3.3,43,46,1,9,1,NA,1994-07-24 17:06,NA,NA,15.6,0.53,32.428,45.93883333,-59.16316667,1994,NED1994222.442.1994.65,3.181818182
40112,NED1995227,39,220,3.2,3.2,2,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,442,4621.12,5948.93,4621.08,5951.43,441,30,1.73,3.46,27,31,1,9,1,NA,1995-07-13 18:26,NA,NA,17.6,1.2,31.401,46.352,-59.8155,1995,NED1995227.442.1995.39,3.23699422
42408,NED1996247,45,220,2.37,2.37,2,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,442,4656.78,6020.63,4658.58,6020.61,441,30,1.82,3.64,31,31,1,9,1,NA,1996-07-22 21:30,NA,NA,15.69,0.89,32.474,46.94633333,-60.34383333,1996,NED1996247.442.1996.45,2.278846154
42534,NED1996247,55,220,8.11,8.11,5,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,442,4552,5933.67,4551.79,5935.37,441,20,1.22,3.66,30,31,1,9,1,NA,1996-07-23 21:10,NA,NA,13.39,2.44,31.385,45.86666667,-59.56116667,1996,NED1996247.442.1996.55,11.63319672
44752,NED1997734,62,220,4.97,4.97,3,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,442,4658.6,6019.28,4700.29,6020.35,441,30,1.84,3.68,32,35,1,9,1,NA,1997-07-27 8:31,NA,NA,16.24,1.25,32.331,46.97666667,-60.32133333,1997,NED1997734.442.1997.62,4.726902174
46576,NED1998832,35,220,3.02,3.02,2,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,442,4641.17,5948.07,4640.5,5945.9,441,26,1.5,3.46,45,49,1,9,1,NA,1998-07-24 9:01,NA,NA,17.5,0.89,32.497,46.68616667,-59.80116667,1998,NED1998832.442.1998.35,3.523333333
49813,NED1999929,86,220,1.21,1.21,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,442,4625.6,6016.09,4626.85,6016.67,441,22,1.38,3.76,35,42,1,9,1,NA,1999-07-29 4:23,NA,NA,18.86,2.07,32.529,46.42666667,-60.26816667,1999,NED1999929.442.1999.86,1.53442029
11326,ATC1978280,46,220,5,5,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,443,4449,5947,NA,NA,453,30,1.8,3.6,48,50,1,3,1,49,NA,NA,NA,17.4,2.67,32.809,44.81666667,-59.78333333,1978,ATC1978280.443.1978.46,4.861111111
24340,NED1986066,64,220,1,1,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,443,4538,5928,NA,NA,452,30,1.5,3,42,44,1,9,1,43,NA,NA,NA,13.5,3.08,33.44,45.63333333,-59.46666667,1986,NED1986066.443.1986.64,1.166666667
21034,NED1984032,61,220,5,5,5,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,444,4532,5900,NA,NA,452,30,1.8,3.6,72,75,1,9,1,73,NA,NA,NA,17,4.3,33.598,45.53333333,-59,1984,NED1984032.444.1984.61,4.861111111
24178,NED1986066,48,220,6,6,3,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,444,4558,5857,NA,NA,441,29,1.3,2.7,78,83,1,9,1,80,NA,NA,NA,13.1,2.89,33.448,45.96666667,-58.95,1986,NED1986066.444.1986.48,8.076923077
24347,NED1986066,65,220,3,3,2,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,444,4538,5951,NA,NA,452,30,1.7,3.4,85,86,1,9,1,85,NA,NA,NA,12.5,3.14,33.441,45.63333333,-59.85,1986,NED1986066.444.1986.65,3.088235294
25840,NED1987086,41,220,4,4,2,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,444,4533,5907,NA,NA,452,30,1.7,3.4,65,87,1,9,1,76,NA,NA,NA,16.5,1.3,32.518,45.55,-59.11666667,1987,NED1987086.444.1987.41,4.117647059
25852,NED1987086,42,220,8,8,3,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,444,4530,5903,NA,NA,452,30,1.7,3.4,68,83,1,9,1,75,NA,NA,NA,16.6,1.64,32.936,45.5,-59.05,1987,NED1987086.444.1987.42,8.235294118
29404,NED1989124,43,220,1,1,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,444,4511,5754,NA,NA,452,30,1.7,3.4,39,63,1,9,1,51,NA,NA,NA,14.7,0.65,32.417,45.18333333,-57.9,1989,NED1989124.444.1989.43,1.029411765
33882,NED1992174,57,220,2,2,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,444,4518.16,5907.58,4519.93,5907.88,452,30,1.8,3.6,46,86,1,9,1,NA,NA,NA,NA,11.7,-0.27,32.106,45.30266667,-59.12633333,1992,NED1992174.444.1992.57,1.944444444
33913,NED1992174,60,220,5,5,3,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,444,4530.99,5853.7,4531.99,5852.76,452,21,1.2,3.43,80,100,1,9,1,NA,NA,NA,NA,9.59,1.59,32.937,45.5165,-58.895,1992,NED1992174.444.1992.60,7.291666667
34113,NED1992174,82,220,3,3,2,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,444,4529,5934.05,4527.83,5934.54,452,21,1.3,3.71,68,94,1,9,1,NA,NA,NA,NA,10.3,2.66,33.337,45.48333333,-59.5675,1992,NED1992174.444.1992.82,4.038461538
34124,NED1992174,84,220,2,2,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,444,4512.77,5958.79,4514.61,5958.9,452,30,1.8,3.6,74,91,1,9,1,NA,NA,NA,NA,12.02,1.59,33.04,45.21283333,-59.97983333,1992,NED1992174.444.1992.84,1.944444444
35222,NED1993190,100,220,1,1,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,444,4518.1,5952.16,4519.73,5953.41,452,30,1.74,3.48,80,86,1,9,1,NA,1993-07-31 16:41,NA,NA,14.79,1.94,33.08,45.30166667,-59.86933333,1993,NED1993190.444.1993.100,1.005747126
36219,NED1993190,94,220,2,2,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,444,4546.53,5919.72,4544.69,5919.65,441,30,1.71,3.42,75,81,1,9,1,NA,1993-07-31 2:43,NA,NA,13.7,2.74,33.359,45.7755,-59.32866667,1993,NED1993190.444.1993.94,2.046783626
36232,NED1993190,95,220,2,2,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,444,4540.24,5937.79,4538.05,5939.69,441,30,1.72,3.44,77,94,1,9,1,NA,1993-07-31 5:15,NA,NA,13.6,2.33,33.271,45.67066667,-59.62983333,1993,NED1993190.444.1993.95,2.034883721
38129,NED1994222,66,220,2,2,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,444,4553.28,5859.78,4553.68,5857.27,441,30,1.79,3.58,81,84,1,9,1,NA,1994-07-24 19:07,NA,NA,16.69,3.07,33.459,45.888,-58.99633333,1994,NED1994222.444.1994.66,1.955307263
49896,NED1999929,92,220,1.62,1.62,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,444,4545.86,5944.37,4546.46,5942,441,30,1.75,3.5,60,64,1,9,1,NA,1999-07-29 19:10,NA,NA,18.58,2.58,33.078,45.76433333,-59.7395,1999,NED1999929.444.1999.92,1.62
52555,NED2000431,55,220,2.535,2.535,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,444,4519.9,5818.18,4518.09,5818.2,452,30,1.8,3.6,98,108,1,9,1,NA,2000-07-22 17:40,NA,NA,17.74,4.25,33.577,45.33166667,-58.303,2000,NED2000431.444.2000.55,2.464583333
53099,NED2000431,90,220,2.88,2.88,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,444,4543.82,5920.57,4544.15,5923.06,441,30,1.8,3.6,90,91,1,9,1,NA,2000-07-25 18:16,NA,NA,17.09,3.37,33.461,45.73033333,-59.34283333,2000,NED2000431.444.2000.90,2.8
21040,NED1984032,62,220,3,3,2,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,445,4540,5854,NA,NA,441,30,1.8,3.6,117,129,1,9,1,123,NA,NA,NA,17.4,5.25,33.936,45.66666667,-58.9,1984,NED1984032.445.1984.62,2.916666667
22470,NED1985049,54,220,1,1,2,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,445,4534,5818,NA,NA,452,30,1.7,3.4,115,206,1,9,1,160,NA,NA,NA,11.6,0.9,32.33,45.56666667,-58.3,1985,NED1985049.445.1985.54,1.029411765
22479,NED1985049,56,220,1,1,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,445,4538,5818,NA,NA,452,30,1.6,3.2,185,208,1,9,1,196,NA,NA,NA,12.2,1.32,32.726,45.63333333,-58.3,1985,NED1985049.445.1985.56,1.09375
22637,NED1985049,72,220,22,22,15,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,445,4548,5859,NA,NA,441,30,1.7,3.4,112,117,1,9,1,114,NA,NA,NA,15.4,3.91,33.692,45.8,-58.98333333,1985,NED1985049.445.1985.72,22.64705882
24144,NED1986066,43,220,6,6,2,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,445,4534,5832,NA,NA,452,30,1.7,3.4,155,159,1,9,1,157,NA,NA,NA,13.5,2.66,33.309,45.56666667,-58.53333333,1986,NED1986066.445.1986.43,6.176470588
24160,NED1986066,45,220,1,1,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,445,4545,5842,NA,NA,441,30,1.7,3.4,148,151,1,9,1,149,NA,NA,NA,13.5,4.42,33.912,45.75,-58.7,1986,NED1986066.445.1986.45,1.029411765
24165,NED1986066,46,220,3,3,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,445,4548,5822,NA,NA,441,30,1.7,3.4,105,133,1,9,1,119,NA,NA,NA,13.9,3.45,33.517,45.8,-58.36666667,1986,NED1986066.445.1986.46,3.088235294
24400,NED1986066,72,220,2,2,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,445,4456,5845,NA,NA,453,30,1.6,3.2,86,121,1,9,1,103,NA,NA,NA,14.3,1.73,32.918,44.93333333,-58.75,1986,NED1986066.445.1986.72,2.1875
24416,NED1986066,73,220,2,2,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,445,4447,5843,NA,NA,453,30,1.7,3.4,90,115,1,9,1,102,NA,NA,NA,14.6,2.21,33.045,44.78333333,-58.71666667,1986,NED1986066.445.1986.73,2.058823529
33919,NED1992174,61,220,3,3,2,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,445,4544.71,5843.77,4546.1,5842.39,441,30,1.8,3.6,148,150,1,9,1,NA,NA,NA,NA,10.52,3.43,33.72,45.74516667,-58.7295,1992,NED1992174.445.1992.61,2.916666667
36019,NED1993190,78,220,4,4,2,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,445,4543.98,5846.98,4545.15,5845.01,441,30,1.75,3.5,142,146,1,9,1,NA,1993-07-29 8:47,NA,NA,12.1,4.25,33.836,45.733,-58.783,1993,NED1993190.445.1993.78,4
53073,NED2000431,89,220,1.5,1.5,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,445,4543.3,5857.52,4542.11,5859.47,441,30,1.79,3.58,146,147,1,9,1,NA,2000-07-25 15:37,NA,NA,15.91,4.94,33.93,45.72166667,-58.95866667,2000,NED2000431.445.2000.89,1.466480447
58007,NED2002040,39,220,1.97,1.97,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,445,4450.32,5954.99,4452.05,5954.86,453,30,1.73,3.46,125,129,1,9,1,NA,2002-07-23 13:00,NA,NA,14.7,3.64,33.169,44.83866667,-59.9165,2002,NED2002040.445.2002.39,1.992774566
19580,NED1983013,58,220,1,1,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,446,4557,5821,NA,NA,441,30,1.8,3.6,126,154,1,9,1,140,NA,NA,NA,15.7,4.8,34.2,45.95,-58.35,1983,NED1983013.446.1983.58,0.972222222
22460,NED1985049,53,220,3,3,2,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,446,4531,5754,NA,NA,452,30,1.6,3.2,131,150,1,9,1,140,NA,NA,NA,12.4,6.63,34.671,45.51666667,-57.9,1985,NED1985049.446.1985.53,3.28125
29366,NED1989124,40,220,31,31,23,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,446,4539,5802,NA,NA,452,30,1.8,3.6,116,121,1,9,1,118,NA,NA,NA,15.2,5.01,34.246,45.65,-58.03333333,1989,NED1989124.446.1989.40,30.13888889
31409,NED1990140,42,220,4,4,3,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,446,4440.93,5716.56,4442.6,5717.21,453,30,1.8,3.6,130,133,1,9,1,132,NA,NA,NA,15.5,NA,NA,44.68216667,-57.276,1990,NED1990140.446.1990.42,3.888888889
33828,NED1992174,49,220,1,1,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,446,4445.43,5719.23,4447.13,5720.24,453,30,1.7,3.4,106,109,1,9,1,NA,NA,NA,NA,10.47,6.66,34.459,44.75716667,-57.3205,1992,NED1992174.446.1992.49,1.029411765
33935,NED1992174,63,220,2,2,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,446,4546.11,5806.21,4547.66,5807.39,441,30,1.8,3.6,136,146,1,9,1,NA,NA,NA,NA,10.43,5.36,34.467,45.7685,-58.1035,1992,NED1992174.446.1992.63,1.944444444
33948,NED1992174,64,220,2,2,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,446,4553.01,5810.11,4554.46,5811.64,441,30,1.8,3.6,194,197,1,9,1,NA,NA,NA,NA,10.48,5.25,34.6,45.8835,-58.1685,1992,NED1992174.446.1992.64,1.944444444
35980,NED1993190,74,220,2,2,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,446,4525.96,5746.32,4527.48,5747.78,452,30,1.75,3.5,172,173,1,9,1,NA,1993-07-28 20:58,NA,NA,13.6,5.35,34.693,45.43266667,-57.772,1993,NED1993190.446.1993.74,2
40326,NED1995227,58,220,2.86,2.86,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,446,4539.24,5754.93,4538.03,5753.1,452,30,1.75,3.5,201,210,1,9,1,NA,1995-07-15 19:04,NA,NA,12.6,5.37,33.379,45.654,-57.9155,1995,NED1995227.446.1995.58,2.86
44854,NED1997734,70,220,2.07,2.07,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,446,4559.66,5821.41,4559.04,5818.88,441,30,1.84,3.68,179,187,1,9,1,NA,1997-07-28 6:42,NA,NA,13.88,5.57,34.824,45.99433333,-58.35683333,1997,NED1997734.446.1997.70,1.96875
44863,NED1997734,71,220,1.34,1.34,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,446,4532.84,5752.98,4531.39,5751.35,452,30,1.83,3.66,169,174,1,9,1,NA,1997-07-28 11:19,NA,NA,14.21,5.77,34.751,45.54733333,-57.883,1997,NED1997734.446.1997.71,1.281420765
68221,NED2006036,53,220,5.03,5.03,3,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,446,4430.78,5712.71,4429.6,5712.82,453,20,1.17,3.51,142,150,1,9,1,NA,2006-07-27 11:16,NA,NA,16.94,5.34,34.899,44.513,-57.21183333,2006,NED2006036.446.2006.53,7.523504274
70853,NED2009027,175,220,3.71,3.71,3,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,446,4429.81,5712.93,4431.54,5713.06,453,30,1.7,3.4,142,145,1,9,1,NA,2009-07-23 12:35,NA,NA,15.84,6.01,34.758,44.49683333,-57.2155,2009,NED2009027.446.2009.175,3.819117647
46866,NED1998832,69,220,1.91,1.91,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,448,4422.53,5818.81,4424.22,5818.1,453,30,1.76,3.52,31,35,1,9,1,NA,1998-07-27 10:33,NA,NA,NA,NA,NA,44.3755,-58.3135,1998,NED1998832.448.1998.69,1.899147727
74032,NED2010027,144,220,0.73,0.73,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,448,4416.77,5831.22,4417.94,5833.1,453,30,1.73,3.46,32,34,1,9,1,NA,2010-07-25 17:30,NA,NA,16.89,2.91,32.415,44.2795,-58.52033333,2010,NED2010027.448.2010.144,0.738439306
13911,ATC1980307,51,220,1,1,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,449,4420,5751,NA,NA,453,30,1.7,3.4,59,63,1,3,1,61,NA,NA,NA,13.6,1.32,32.721,44.33333333,-57.85,1980,ATC1980307.449.1980.51,1.029411765
40534,NED1995227,74,220,1.84,1.84,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,449,4423.54,5736.38,4423.15,5738.87,453,30,1.82,3.64,55,58,1,9,1,NA,1995-07-17 9:27,NA,NA,13.2,6.39,33.915,44.39233333,-57.60633333,1995,NED1995227.449.1995.74,1.769230769
61778,NED2003042,51,220,1.254,1.254,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,449,4417.95,5752.45,4419.74,5752.8,453,30,1.81,3.62,93,143,1,9,1,NA,2003-07-27 9:25,NA,NA,16.94,1.02,33.092,44.29916667,-57.87416667,2003,NED2003042.449.2003.51,1.212430939
116886,TEM2008830,158,220,2.05,2.05,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,449,4425.1,5724.37,4424.62,5726.8,453,30,1.8,3.6,61,65,1,9,1,NA,2008-07-27 4:13,NA,NA,18.63,7.1,34.489,44.41833333,-57.40616667,2008,TEM2008830.449.2008.158,1.993055556
15161,ATC1981322,30,220,3,3,2,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,450,4359,5843,NA,NA,453,30,1.7,3.4,66,69,1,3,1,67,NA,NA,NA,15.5,8.36,34.438,43.98333333,-58.71666667,1981,ATC1981322.450.1981.30,3.088235294
40661,NED1995227,87,220,1.31,1.31,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,450,4423.72,5907.13,4424.05,5909.57,453,30,1.77,3.54,68,72,1,9,1,NA,1995-07-18 12:39,NA,NA,14.2,4.51,33.278,44.39533333,-59.11883333,1995,NED1995227.450.1995.87,1.29519774
55552,NED2001037,78,220,2.46,2.46,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,450,4359.87,5851.91,4401.41,5853.17,453,30,1.77,3.54,77,78,1,9,1,NA,2001-07-26 22:03,NA,NA,14.88,5.82,34.147,43.99783333,-58.86516667,2001,NED2001037.450.2001.78,2.43220339
13881,ATC1980307,48,220,1,1,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,451,4356,5847,NA,NA,453,30,2.1,4.2,108,112,1,3,1,110,NA,NA,NA,15.2,8.86,34.942,43.93333333,-58.78333333,1980,ATC1980307.451.1980.48,0.833333333
16831,HAM1982081,39,220,1,1,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,451,4356,5851,NA,NA,453,30,1.6,3.2,95,106,1,9,1,100,NA,NA,NA,15.4,6.04,34.468,43.93333333,-58.85,1982,HAM1982081.451.1982.39,1.09375
19315,NED1983013,27,220,13,13,8,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,451,4358,5840,NA,NA,453,30,1.8,3.6,101,102,1,9,1,101,NA,NA,NA,14.8,5.85,34.024,43.96666667,-58.66666667,1983,NED1983013.451.1983.27,12.63888889
20868,NED1984032,43,220,2,2,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,451,4359,5833,NA,NA,453,30,1.8,3.6,156,167,1,9,1,161,NA,NA,NA,17.8,8.63,35.041,43.98333333,-58.55,1984,NED1984032.451.1984.43,1.944444444
20947,NED1984032,50,220,2,2,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,451,4421,5732,NA,NA,453,30,1.6,3.2,111,120,1,9,1,115,NA,NA,NA,17.6,8.96,34.973,44.35,-57.53333333,1984,NED1984032.451.1984.50,2.1875
24005,NED1986066,28,220,2,2,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,451,4418,5754,NA,NA,453,30,1.7,3.4,103,109,1,9,1,106,NA,NA,NA,14.3,7.24,34.725,44.3,-57.9,1986,NED1986066.451.1986.28,2.058823529
25937,NED1987086,53,220,8,8,5,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,451,4418,5747,NA,NA,453,30,1.7,3.4,109,116,1,9,1,112,NA,NA,NA,15.9,5.17,34.156,44.3,-57.78333333,1987,NED1987086.451.1987.53,8.235294118
25976,NED1987086,58,220,8,8,4,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,451,4414,5804,NA,NA,453,30,1.6,3.2,104,121,1,9,1,112,NA,NA,NA,15.6,4.99,34.785,44.23333333,-58.06666667,1987,NED1987086.451.1987.58,8.75
29466,NED1989124,51,220,6,6,5,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,451,4413,5810,NA,NA,453,30,1.6,3.2,104,119,1,9,1,111,NA,NA,NA,15.5,5.37,34.713,44.21666667,-58.16666667,1989,NED1989124.451.1989.51,6.5625
40546,NED1995227,79,220,1.63,1.63,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,451,4409.49,5826.14,4407.69,5826.46,453,30,1.8,3.6,99,163,1,9,1,NA,1995-07-17 20:03,NA,NA,15,8.92,34.912,44.15816667,-58.43566667,1995,NED1995227.451.1995.79,1.584722222
42849,NED1996247,88,220,2.2,2.2,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,451,4403.11,5829.89,4401.83,5831.65,453,30,1.8,3.6,121,124,1,9,1,NA,1996-07-26 22:08,NA,NA,15.49,6.92,34.673,44.05183333,-58.49816667,1996,NED1996247.451.1996.88,2.138888889
42877,NED1996247,90,220,1.59,1.59,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,451,4358.54,5839.59,4359.3,5837.32,453,30,1.8,3.6,106,110,1,9,1,NA,1996-07-27 1:50,NA,NA,14.98,6.99,34.624,43.97566667,-58.65983333,1996,NED1996247.451.1996.90,1.545833333
42888,NED1996247,91,220,1.14,1.14,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,451,4356.24,5844.77,4355.71,5847.1,453,30,1.8,3.6,116,118,1,9,1,NA,1996-07-27 3:46,NA,NA,14.53,7.07,34.724,43.93733333,-58.74616667,1996,NED1996247.451.1996.91,1.108333333
46848,NED1998832,67,220,3.21,3.21,2,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,451,4410.42,5816.37,4410.04,5814.04,453,30,1.68,3.36,148,163,1,9,1,NA,1998-07-27 6:09,NA,NA,14.7,5.81,34.733,44.17366667,-58.27283333,1998,NED1998832.451.1998.67,3.34375
49383,NED1999929,59,220,5.48,5.48,3,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,451,4424.84,5717.28,4424.24,5719.65,453,30,1.79,3.58,113,151,1,9,1,NA,1999-07-26 9:24,NA,NA,17.99,5.9,34.302,44.414,-57.288,1999,NED1999929.451.1999.59,5.357541899
58217,NED2002040,51,220,18.4,18.4,14,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,451,4410.06,5817.57,4409.49,5819.95,453,30,1.75,3.5,117,129,1,9,1,NA,2002-07-24 17:59,NA,NA,14.29,7.2,34.94,44.16766667,-58.29283333,2002,NED2002040.451.2002.51,18.4
61773,NED2003042,50,220,1.54,1.54,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,451,4417.38,5750.3,4416.13,5751.88,453,30,1.69,3.38,113,128,1,9,1,NA,2003-07-27 7:55,NA,NA,18.45,7.49,34.781,44.28966667,-57.83833333,2003,NED2003042.451.2003.50,1.594674556
74025,NED2010027,143,220,3.6,3.6,6,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,451,4412.85,5822.36,4412.39,5820.04,453,30,1.8,3.6,78,95,1,9,1,NA,2010-07-25 14:33,NA,NA,17.77,0.36,32.864,44.21416667,-58.37266667,2010,NED2010027.451.2010.143,3.5
89089,NED2013022,199,220,1.604,1.604,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,451,4418.98,5754.22,4417.27,5753.68,453,30,1.75,3.5,104,114,1,9,1,NA,2013-07-27 7:59,NA,NA,17.83,NA,NA,44.31633333,-57.90366667,2013,NED2013022.451.2013.199,1.604
112875,TEL2007745,137,220,7.75,7.75,8,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,451,4411.15,5820.9,4412.19,5820.24,453,20,1.18,3.54,104,111,1,9,1,NA,2007-07-25 19:08,NA,NA,14.94,5.76,34.009,44.18583333,-58.34833333,2007,TEL2007745.451.2007.137,11.49364407
116961,TEM2008830,161,220,1.458,1.458,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,451,4419.71,5754.88,4418.1,5754.24,453,30,1.68,3.36,118,127,1,9,1,NA,2008-07-27 20:33,NA,NA,18.38,7.1,34.796,44.3285,-57.91466667,2008,TEM2008830.451.2008.161,1.51875
11293,ATC1978280,42,220,2,2,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,452,4421,5927,NA,NA,453,30,1.8,3.6,108,112,1,3,1,110,NA,NA,NA,18.1,5.99,34.333,44.35,-59.45,1978,ATC1978280.452.1978.42,1.944444444
20845,NED1984032,41,220,2,2,1,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,452,4412,5906,NA,NA,453,30,1.7,3.4,110,141,1,9,1,125,NA,NA,NA,17.29,6.27,34.187,44.2,-59.1,1984,NED1984032.452.1984.41,2.058823529
40627,NED1995227,85,220,274.49,442.52,305,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,452,4411.34,5903.5,4413,5904.4,453,30,1.78,3.56,145,163,1,9,1,NA,1995-07-18 8:44,NA,NA,13.9,6.64,34.552,44.189,-59.05833333,1995,NED1995227.452.1995.85,435.0617978
40642,NED1995227,86,220,8.15,8.15,5,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,452,4415.4,5907.97,4416.94,5909.07,453,20,1.73,3.46,119,126,1,9,1,NA,1995-07-18 10:33,NA,NA,14.2,6.42,34.36,44.25666667,-59.13283333,1995,NED1995227.452.1995.86,8.244219653
44427,NED1997734,34,220,1.38,1.38,2,NA,Grams,SQUALUS ACANTHIAS,SPINY DOGFISH,452,4414.53,5938.63,4414.81,5936.2,453,30,1.79,3.58,114,119,1,9,1,NA,1997-07-24 15:57,NA,NA,15.73,4.88,34.181,44.24216667,-59.64383333,1997,NED1997734.452.1997.34,1.349162011
